spend_date,channel,spend_usd,clicks,impressions
2025-07-19,display,431.32,185,17924
2025-07-20,paid_search,901.47,475,38438
2025-07-20,social,543.68,211,10794
2025-07-20,email,110.72,56,1850
2025-07-20,referral,179.13,62,1068
2025-07-20,display,522.69,178,5142
2025-07-21,paid_search,1807.18,851,53098
2025-07-21,social,1512.13,649,34618
2025-07-21,email,111.93,46,3656
2025-07-21,referral,302.4,173,3862
2025-07-21,display,492.75,284,15864
2025-07-22,paid_search,2111.03,883,20906
2025-07-22,social,1519.21,552,13743
2025-07-22,email,127.19,69,6036
2025-07-22,referral,229.94,114,2042
2025-07-22,display,489.3,282,24416
2025-07-23,paid_search,2296.83,1045,36111
2025-07-23,social,1601.53,785,14795
2025-07-23,email,149.28,85,4100
2025-07-23,referral,348.44,288,6240
2025-07-23,display,601.94,272,4760
2025-07-24,paid_search,1707.8,1203,21800
2025-07-24,social,765.85,620,15341
2025-07-24,email,198.64,72,1425
2025-07-24,referral,248.99,84,3101
2025-07-24,display,482.21,221,9681
2025-07-25,paid_search,2076.64,869,24469
2025-07-25,social,1178.18,486,12510
2025-07-25,email,192.93,74,2794
2025-07-25,referral,220.55,131,6711
2025-07-25,display,785.15,278,5535
2025-07-26,paid_search,1552.36,824,34764
2025-07-26,social,1006.26,348,11273
2025-07-26,email,145.86,48,947
2025-07-26,referral,172.58,70,1789
2025-07-26,display,339.65,222,16690
2025-07-27,paid_search,936.74,337,6110
2025-07-27,social,599.21,409,7741
2025-07-27,email,85.5,55,3276
2025-07-27,referral,186.42,89,6116
2025-07-27,display,652.85,341,11666
2025-07-28,paid_search,1739.06,874,25319
2025-07-28,social,1017.49,573,11461
2025-07-28,email,138.62,99,3390
2025-07-28,referral,239.95,130,2833
2025-07-28,display,801.48,282,14641
2025-07-29,paid_search,1843.89,1337,25126
2025-07-29,social,1040.97,594,22679
2025-07-29,email,191.78,71,1615
2025-07-29,referral,352.47,158,2678
2025-07-29,display,715.58,422,12712
2025-07-30,paid_search,1984.24,1169,68989
2025-07-30,social,1213.77,459,10896
2025-07-30,email,115.43,61,4677
2025-07-30,referral,224.02,154,12186
2025-07-30,display,433.33,300,9322
2025-07-31,paid_search,1676.82,804,26787
2025-07-31,social,840.21,275,7189
2025-07-31,email,96.28,37,655
2025-07-31,referral,277.41,214,10692
2025-07-31,display,829.38,306,11002
2025-08-01,paid_search,1865.09,1166,39120
2025-08-01,social,1392.06,639,20642
2025-08-01,email,145.69,61,4379
2025-08-01,referral,332.03,160,5964
2025-08-01,display,581.59,383,26806
2025-08-02,paid_search,1039.37,381,6706
2025-08-02,social,790.43,585,16808
2025-08-02,email,121.74,59,1515
2025-08-02,referral,184.97,98,7206
2025-08-02,display,542.92,349,7274
2025-08-03,paid_search,1715.26,677,11361
2025-08-03,social,1109.92,427,7920
2025-08-03,email,119.54,52,1809
2025-08-03,referral,287.87,186,5632
2025-08-03,display,562.36,328,9745
2025-08-04,paid_search,1940.24,635,38316
2025-08-04,social,1073.91,479,29545
2025-08-04,email,135.13,88,1719
2025-08-04,referral,357.85,194,6114
2025-08-04,display,428.8,207,3777
2025-08-05,paid_search,1234.77,1005,20687
2025-08-05,social,1507.03,622,10951
2025-08-05,email,151.45,65,1661
2025-08-05,referral,276.64,96,2261
2025-08-05,display,595.25,227,11440
2025-08-06,paid_search,1800.74,1273,43119
2025-08-06,social,797.02,319,7786
2025-08-06,email,180.14,96,2294
2025-08-06,referral,273.91,89,1667
2025-08-06,display,468.59,202,14233
2025-08-07,paid_search,1361.22,859,62004
2025-08-07,social,737.98,328,19486
2025-08-07,email,154.48,57,2381
2025-08-07,referral,398.38,277,5862
2025-08-07,display,533.26,191,16978
2025-08-08,paid_search,1660.11,642,17728
2025-08-08,social,1171.72,667,11892
2025-08-08,email,118.9,74,3482
2025-08-08,referral,344.0,124,2743
2025-08-08,display,566.16,183,5064
2025-08-09,paid_search,980.37,422,29678
2025-08-09,social,567.69,210,5199
2025-08-09,email,131.29,46,1863
2025-08-09,referral,281.47,118,5726
2025-08-09,display,609.04,494,14983
2025-08-10,paid_search,1549.22,493,41604
2025-08-10,social,653.94,525,9088
2025-08-10,email,97.64,41,1121
2025-08-10,referral,146.72,79,5435
2025-08-10,display,483.88,362,8083
2025-08-11,paid_search,1643.81,646,44315
2025-08-11,social,822.04,381,28195
2025-08-11,email,119.91,78,2176
2025-08-11,referral,327.93,216,4589
2025-08-11,display,567.25,344,17654
2025-08-12,paid_search,2378.32,869,46842
2025-08-12,social,1170.22,443,9157
2025-08-12,email,169.66,59,2619
2025-08-12,referral,324.66,167,7333
2025-08-12,display,621.79,320,16237
2025-08-13,paid_search,1738.67,738,32175
2025-08-13,social,841.69,484,16836
2025-08-13,email,170.97,95,7060
2025-08-13,referral,197.31,65,1381
2025-08-13,display,693.97,216,4794
2025-08-14,paid_search,1456.45,1110,88051
2025-08-14,social,1417.41,1141,35905
2025-08-14,email,165.71,53,1106
2025-08-14,referral,364.06,186,7476
2025-08-14,display,729.62,288,5345
2025-08-15,paid_search,1944.75,1034,27144
2025-08-15,social,1164.06,509,18931
2025-08-15,email,156.05,52,1292
2025-08-15,referral,293.62,120,2484
2025-08-15,display,872.42,341,6847
2025-08-16,paid_search,853.23,283,25632
2025-08-16,social,1093.97,447,26940
2025-08-16,email,116.68,94,3055
2025-08-16,referral,186.41,117,3472
2025-08-16,display,351.88,175,3010
2025-08-17,paid_search,1033.61,354,10995
2025-08-17,social,821.7,681,15579
2025-08-17,email,151.04,53,1260
2025-08-17,referral,226.9,75,2230
2025-08-17,display,649.04,378,8972
2025-08-18,paid_search,1336.27,653,16903
2025-08-18,social,1525.18,894,30590
2025-08-18,email,150.08,117,2125
2025-08-18,referral,269.92,97,1775
2025-08-18,display,550.57,389,8916
2025-08-19,paid_search,1091.98,359,7628
2025-08-19,social,937.4,369,18385
2025-08-19,email,186.24,61,1283
2025-08-19,referral,384.46,159,3509
2025-08-19,display,789.41,263,5672
2025-08-20,paid_search,1233.05,607,42574
2025-08-20,social,1593.99,1016,17166
2025-08-20,email,90.53,72,4432
2025-08-20,referral,261.45,106,6503
2025-08-20,display,664.97,232,4331
2025-08-21,paid_search,2093.76,922,89920
2025-08-21,social,1346.02,740,13696
2025-08-21,email,174.33,107,9266
2025-08-21,referral,215.86,133,6387
2025-08-21,display,478.21,201,4462
2025-08-22,paid_search,1755.03,654,19327
2025-08-22,social,1256.97,786,20746
2025-08-22,email,157.92,80,3961
2025-08-22,referral,378.89,136,2966
2025-08-22,display,640.31,518,11817
2025-08-23,paid_search,922.91,301,5678
2025-08-23,social,1003.76,408,31987
2025-08-23,email,115.99,70,1253
2025-08-23,referral,191.67,68,3139
2025-08-23,display,384.35,139,3723
2025-08-24,paid_search,1737.39,550,9789
2025-08-24,social,707.49,353,10351
2025-08-24,email,105.66,36,670
2025-08-24,referral,219.03,69,4811
2025-08-24,display,513.74,175,5730
2025-08-25,paid_search,2348.56,1128,29672
2025-08-25,social,803.88,262,5976
2025-08-25,email,145.42,53,1349
2025-08-25,referral,297.17,174,14387
2025-08-25,display,817.22,299,15437
2025-08-26,paid_search,2063.21,972,43851
2025-08-26,social,888.65,472,11726
2025-08-26,email,91.96,75,1327
2025-08-26,referral,333.05,236,5170
2025-08-26,display,542.4,287,11507
2025-08-27,paid_search,2147.27,969,24377
2025-08-27,social,1044.82,440,13738
2025-08-27,email,200.29,65,1390
2025-08-27,referral,313.28,252,5549
2025-08-27,display,650.74,211,9753
2025-08-28,paid_search,2032.16,969,39413
2025-08-28,social,1132.05,442,11552
2025-08-28,email,170.27,101,1720
2025-08-28,referral,260.29,188,9242
2025-08-28,display,703.86,553,29319
2025-08-29,paid_search,1816.64,845,15553
2025-08-29,social,1438.63,490,12558
2025-08-29,email,142.75,80,2673
2025-08-29,referral,189.26,139,2668
2025-08-29,display,657.17,231,10128
2025-08-30,paid_search,820.92,318,5505
2025-08-30,social,777.05,302,6130
2025-08-30,email,138.6,67,4733
2025-08-30,referral,292.22,226,4401
2025-08-30,display,416.37,162,4567
2025-08-31,paid_search,1207.75,403,7943
2025-08-31,social,1143.51,421,35505
2025-08-31,email,112.98,66,1595
2025-08-31,referral,135.54,66,1626
2025-08-31,display,331.19,199,7879
2025-09-01,paid_search,2120.61,691,12776
2025-09-01,social,1369.93,592,38020
2025-09-01,email,113.89,64,1429
2025-09-01,referral,187.95,64,1559
2025-09-01,display,640.17,211,4563
2025-09-02,paid_search,1127.63,826,17634
2025-09-02,social,802.63,392,7281
2025-09-02,email,156.29,115,11078
2025-09-02,referral,268.03,88,3601
2025-09-02,display,903.14,366,20508
2025-09-03,paid_search,1455.51,611,20833
2025-09-03,social,1176.42,376,9087
2025-09-03,email,139.53,49,1228
2025-09-03,referral,187.68,60,2821
2025-09-03,display,583.71,215,5442
2025-09-04,paid_search,2287.75,841,26272
2025-09-04,social,746.44,260,9101
2025-09-04,email,133.76,42,2022
2025-09-04,referral,350.38,208,7275
2025-09-04,display,826.43,460,12343
2025-09-05,paid_search,1229.61,709,23982
2025-09-05,social,1125.82,890,29708
2025-09-05,email,151.52,53,1192
2025-09-05,referral,250.89,115,2771
2025-09-05,display,874.21,677,34040
2025-09-06,paid_search,1077.18,542,20920
2025-09-06,social,808.02,496,12149
2025-09-06,email,81.42,30,944
2025-09-06,referral,272.82,133,8926
2025-09-06,display,358.51,278,4874
2025-09-07,paid_search,1709.51,617,38484
2025-09-07,social,1026.66,382,7492
2025-09-07,email,138.3,99,5859
2025-09-07,referral,265.21,96,2084
2025-09-07,display,423.59,300,5881
2025-09-08,paid_search,1532.25,1007,43435
2025-09-08,social,1393.51,763,58019
2025-09-08,email,109.11,36,896
2025-09-08,referral,390.69,158,4163
2025-09-08,display,515.57,218,8051
2025-09-09,paid_search,1897.18,605,13535
2025-09-09,social,1041.8,370,14370
2025-09-09,email,156.74,102,3047
2025-09-09,referral,396.46,137,2910
2025-09-09,display,605.2,263,5274
2025-09-10,paid_search,1220.91,595,16955
2025-09-10,social,916.46,313,6878
2025-09-10,email,102.6,83,2911
2025-09-10,referral,183.58,89,1605
2025-09-10,display,650.94,244,10056
2025-09-11,paid_search,1876.1,1011,22255
2025-09-11,social,1242.17,468,30090
2025-09-11,email,171.0,85,1653
2025-09-11,referral,322.07,141,5180
2025-09-11,display,426.53,280,14855
2025-09-12,paid_search,1741.31,736,17090
2025-09-12,social,1605.51,1277,32658
2025-09-12,email,163.53,53,4105
2025-09-12,referral,232.77,101,1807
2025-09-12,display,913.03,421,7480
2025-09-13,paid_search,1553.55,491,25679
2025-09-13,social,840.77,559,13528
2025-09-13,email,133.56,87,4609
2025-09-13,referral,247.92,146,2477
2025-09-13,display,368.55,126,4654
2025-09-14,paid_search,1773.99,625,12106
2025-09-14,social,610.77,211,12659
2025-09-14,email,144.09,86,4111
2025-09-14,referral,247.88,154,3702
2025-09-14,display,479.93,151,7169
2025-09-15,paid_search,1334.35,443,7520
2025-09-15,social,872.43,602,41436
2025-09-15,email,179.77,66,1620
2025-09-15,referral,268.72,87,1741
2025-09-15,display,424.15,241,11678
2025-09-16,paid_search,2301.15,1493,34195
2025-09-16,social,951.92,408,27034
2025-09-16,email,135.61,48,849
2025-09-16,referral,239.43,126,2156
2025-09-16,display,615.87,276,6062
2025-09-17,paid_search,1083.87,363,12790
2025-09-17,social,993.69,490,9235
2025-09-17,email,118.68,64,1365
2025-09-17,referral,309.41,125,3820
2025-09-17,display,645.53,505,12456
2025-09-18,paid_search,1730.39,634,10857
2025-09-18,social,990.98,435,20684
2025-09-18,email,143.36,92,5102
2025-09-18,referral,357.98,175,7046
2025-09-18,display,558.44,179,12848
2025-09-19,paid_search,2016.44,1189,20417
2025-09-19,social,967.69,634,12456
2025-09-19,email,135.98,62,1146
2025-09-19,referral,389.49,282,11668
2025-09-19,display,643.62,214,3690
2025-09-20,paid_search,1197.32,558,13414
2025-09-20,social,970.75,421,8582
2025-09-20,email,75.06,43,4009
2025-09-20,referral,289.77,101,3711
2025-09-20,display,587.83,252,6208
2025-09-21,paid_search,1331.95,453,18758
2025-09-21,social,1025.45,525,37059
2025-09-21,email,106.54,62,5413
2025-09-21,referral,179.45,97,5867
2025-09-21,display,412.1,170,3457
2025-09-22,paid_search,2046.25,1185,27363
2025-09-22,social,882.52,428,39501
2025-09-22,email,136.71,59,1724
2025-09-22,referral,221.76,83,4199
2025-09-22,display,511.94,200,4751
2025-09-23,paid_search,1550.99,522,10189
2025-09-23,social,1203.07,597,11202
2025-09-23,email,115.41,39,964
2025-09-23,referral,297.16,189,7047
2025-09-23,display,870.14,623,25862
2025-09-24,paid_search,2027.06,1271,26632
2025-09-24,social,1474.87,1198,29941
2025-09-24,email,181.14,116,4239
2025-09-24,referral,389.79,178,4281
2025-09-24,display,859.83,283,9301
2025-09-25,paid_search,2239.88,940,16937
2025-09-25,social,1400.08,615,13572
2025-09-25,email,159.91,111,2859
2025-09-25,referral,268.35,94,2932
2025-09-25,display,752.14,243,5511
2025-09-26,paid_search,2152.46,1089,25970
2025-09-26,social,972.54,309,17658
2025-09-26,email,134.9,83,3910
2025-09-26,referral,207.25,111,2214
2025-09-26,display,649.3,290,12210
2025-09-27,paid_search,1816.58,1497,32593
2025-09-27,social,626.06,301,8882
2025-09-27,email,140.9,55,1359
2025-09-27,referral,210.46,78,2252
2025-09-27,display,472.93,162,2847
2025-09-28,paid_search,1446.9,1109,26036
2025-09-28,social,911.26,543,12679
2025-09-28,email,127.65,91,2322
2025-09-28,referral,147.62,48,3995
2025-09-28,display,348.8,171,2898
2025-09-29,paid_search,2235.89,886,15345
2025-09-29,social,1157.39,451,12132
2025-09-29,email,160.96,97,1624
2025-09-29,referral,310.41,110,7088
2025-09-29,display,602.26,337,27374
2025-09-30,paid_search,1637.85,661,40738
2025-09-30,social,1229.54,483,11825
2025-09-30,email,137.74,89,1995
2025-09-30,referral,255.57,151,4100
2025-09-30,display,619.71,307,5129
2025-10-01,paid_search,2062.61,1099,25222
2025-10-01,social,981.14,487,9026
2025-10-01,email,155.48,60,1467
2025-10-01,referral,394.83,192,16579
2025-10-01,display,673.29,449,8795
2025-10-02,paid_search,1629.97,1242,103137
2025-10-02,social,1454.15,703,61310
2025-10-02,email,149.06,53,977
2025-10-02,referral,270.54,132,3983
2025-10-02,display,645.5,248,4473
2025-10-03,paid_search,2239.64,1286,46451
2025-10-03,social,1614.04,991,17293
2025-10-03,email,166.45,75,1882
2025-10-03,referral,225.58,105,4022
2025-10-03,display,883.07,298,17618
2025-10-04,paid_search,944.91,732,12373
2025-10-04,social,964.85,747,42908
2025-10-04,email,110.72,53,985
2025-10-04,referral,239.77,108,2748
2025-10-04,display,681.5,453,10146
2025-10-05,paid_search,816.41,397,10362
2025-10-05,social,608.72,395,6989
2025-10-05,email,90.18,34,1347
2025-10-05,referral,300.2,105,2254
2025-10-05,display,664.3,484,20817
2025-10-06,paid_search,2399.87,1301,74383
2025-10-06,social,1219.65,555,55172
2025-10-06,email,137.8,69,4421
2025-10-06,referral,326.34,267,7172
2025-10-06,display,846.44,284,24825
2025-10-07,paid_search,1560.27,645,10938
2025-10-07,social,1540.79,949,34971
2025-10-07,email,162.4,114,3040
2025-10-07,referral,280.64,115,3348
2025-10-07,display,437.27,281,7934
2025-10-08,paid_search,1164.19,440,10123
2025-10-08,social,905.88,388,35494
2025-10-08,email,144.34,45,839
2025-10-08,referral,350.56,144,3478
2025-10-08,display,540.6,261,25974
2025-10-09,paid_search,1278.81,570,17430
2025-10-09,social,1269.17,614,16096
2025-10-09,email,161.83,133,3441
2025-10-09,referral,352.24,157,10140
2025-10-09,display,597.39,286,18701
2025-10-10,paid_search,1285.79,576,27040
2025-10-10,social,1157.05,946,17392
2025-10-10,email,190.9,72,1519
2025-10-10,referral,250.08,189,8247
2025-10-10,display,859.88,311,27843
2025-10-11,paid_search,936.19,662,41803
2025-10-11,social,694.35,540,29498
2025-10-11,email,124.13,38,1175
2025-10-11,referral,183.02,72,1459
2025-10-11,display,641.66,406,9105
2025-10-12,paid_search,1709.5,842,18401
2025-10-12,social,832.82,456,8975
2025-10-12,email,88.04,41,1949
2025-10-12,referral,163.18,82,1457
2025-10-12,display,400.39,191,4187
2025-10-13,paid_search,2295.46,1245,104620
2025-10-13,social,960.71,712,21084
2025-10-13,email,202.15,102,2115
2025-10-13,referral,390.93,280,7272
2025-10-13,display,486.83,166,3462
2025-10-14,paid_search,1198.93,911,28129
2025-10-14,social,1264.74,436,7679
2025-10-14,email,96.32,39,2393
2025-10-14,referral,391.23,137,5032
2025-10-14,display,495.9,250,4354
2025-10-15,paid_search,2039.46,651,14000
2025-10-15,social,806.46,454,11459
2025-10-15,email,111.88,76,4137
2025-10-15,referral,219.24,99,3075
2025-10-15,display,452.93,261,11285
2025-10-16,paid_search,2419.74,1262,63195
2025-10-16,social,1177.24,636,12419
2025-10-16,email,187.57,154,12755
2025-10-16,referral,341.19,242,23863
2025-10-16,display,692.17,239,7019
2025-10-17,paid_search,2317.23,763,13619
2025-10-17,social,1444.24,721,32716
2025-10-17,email,91.46,52,923
2025-10-17,referral,383.81,256,11421
2025-10-17,display,710.09,299,22057
2025-10-18,paid_search,1725.95,782,21594
2025-10-18,social,882.9,301,14157
2025-10-18,email,123.7,78,4433
2025-10-18,referral,200.24,70,1943
2025-10-18,display,411.38,221,4597
2025-10-19,paid_search,1449.43,547,10222
2025-10-19,social,772.08,260,9809
2025-10-19,email,101.16,80,2992
2025-10-19,referral,291.49,193,4442
2025-10-19,display,522.62,176,8361
2025-10-20,paid_search,1583.71,1286,69990
2025-10-20,social,729.63,235,6983
2025-10-20,email,162.35,118,2593
2025-10-20,referral,225.89,103,2400
2025-10-20,display,726.73,386,14637
2025-10-21,paid_search,1340.76,424,7756
2025-10-21,social,1180.76,652,26835
2025-10-21,email,102.13,36,615
2025-10-21,referral,309.92,238,5988
2025-10-21,display,519.31,235,6644
2025-10-22,paid_search,2262.51,847,17003
2025-10-22,social,1365.37,715,33316
2025-10-22,email,177.16,64,1788
2025-10-22,referral,345.0,123,2442
2025-10-22,display,434.87,294,10138
2025-10-23,paid_search,1401.01,536,9600
2025-10-23,social,947.15,344,11158
2025-10-23,email,159.44,92,1576
2025-10-23,referral,253.66,82,3400
2025-10-23,display,667.64,319,9142
2025-10-24,paid_search,1709.82,798,17583
2025-10-24,social,1601.02,572,24043
2025-10-24,email,107.21,53,1812
2025-10-24,referral,333.5,173,5534
2025-10-24,display,890.8,476,9726
2025-10-25,paid_search,865.46,376,31296
2025-10-25,social,1202.69,940,19294
2025-10-25,email,137.66,80,1646
2025-10-25,referral,298.0,167,3956
2025-10-25,display,485.0,215,6369
2025-10-26,paid_search,1622.29,608,12873
2025-10-26,social,1163.22,547,11897
2025-10-26,email,111.43,85,2960
2025-10-26,referral,246.9,86,5948
2025-10-26,display,438.63,158,2736
2025-10-27,paid_search,2173.11,802,35905
2025-10-27,social,730.6,384,8176
2025-10-27,email,147.06,47,1982
2025-10-27,referral,204.34,89,6426
2025-10-27,display,493.77,222,7263
2025-10-28,paid_search,1710.42,769,22878
2025-10-28,social,1497.35,530,12285
2025-10-28,email,97.22,49,821
2025-10-28,referral,345.28,276,13066
2025-10-28,display,626.23,254,4792
2025-10-29,paid_search,2162.45,702,13250
2025-10-29,social,1313.06,476,17624
2025-10-29,email,182.96,65,1941
2025-10-29,referral,232.79,86,2936
2025-10-29,display,876.17,444,7611
2025-10-30,paid_search,1701.48,1234,28032
2025-10-30,social,825.05,272,20853
2025-10-30,email,116.86,58,1567
2025-10-30,referral,384.33,218,16468
2025-10-30,display,672.11,264,16158
2025-10-31,paid_search,1868.31,1285,47894
2025-10-31,social,1168.71,710,69813
2025-10-31,email,94.76,32,1045
2025-10-31,referral,384.5,185,3637
2025-10-31,display,442.43,183,5820
2025-11-01,paid_search,861.06,306,14165
2025-11-01,social,893.89,305,5330
2025-11-01,email,94.68,29,491
2025-11-01,referral,233.35,78,1478
2025-11-01,display,499.61,283,18550
2025-11-02,paid_search,1634.67,569,11169
2025-11-02,social,691.71,297,5743
2025-11-02,email,106.63,33,1994
2025-11-02,referral,185.47,104,3033
2025-11-02,display,472.13,374,30995
2025-11-03,paid_search,1423.94,566,21621
2025-11-03,social,876.68,294,7063
2025-11-03,email,152.58,80,1561
2025-11-03,referral,243.53,164,4603
2025-11-03,display,623.97,232,4012
2025-11-04,paid_search,1512.94,774,13472
2025-11-04,social,1453.01,459,21508
2025-11-04,email,195.43,76,1269
2025-11-04,referral,194.07,71,5828
2025-11-04,display,757.82,294,6191
2025-11-05,paid_search,2001.35,659,53545
2025-11-05,social,1169.64,411,22402
2025-11-05,email,164.88,65,1997
2025-11-05,referral,404.78,180,11664
2025-11-05,display,809.05,313,6147
2025-11-06,paid_search,1634.94,660,17537
2025-11-06,social,1276.4,466,12465
2025-11-06,email,125.95,43,3530
2025-11-06,referral,290.81,115,2040
2025-11-06,display,471.02,155,9794
2025-11-07,paid_search,1427.61,609,13190
2025-11-07,social,1045.82,336,11842
2025-11-07,email,132.41,48,3173
2025-11-07,referral,394.4,133,7404
2025-11-07,display,811.07,673,12720
2025-11-08,paid_search,1157.79,835,19086
2025-11-08,social,1186.02,690,14315
2025-11-08,email,143.99,75,3136
2025-11-08,referral,158.18,61,1330
2025-11-08,display,357.11,227,10395
2025-11-09,paid_search,993.93,317,16284
2025-11-09,social,998.65,389,11954
2025-11-09,email,98.02,58,4133
2025-11-09,referral,222.49,115,2050
2025-11-09,display,645.98,329,8680
2025-11-10,paid_search,2036.01,1274,30176
2025-11-10,social,1436.29,579,13870
2025-11-10,email,120.67,56,5060
2025-11-10,referral,369.47,144,4742
2025-11-10,display,744.58,370,13123
2025-11-11,paid_search,1545.57,558,10143
2025-11-11,social,1469.36,636,24544
2025-11-11,email,184.72,75,2315
2025-11-11,referral,328.03,218,4768
2025-11-11,display,569.66,232,6750
2025-11-12,paid_search,1209.99,408,21996
2025-11-12,social,1289.81,422,7134
2025-11-12,email,138.26,52,1421
2025-11-12,referral,189.36,108,8544
2025-11-12,display,902.96,572,18971
2025-11-13,paid_search,1441.91,843,20351
2025-11-13,social,1287.32,1037,42661
2025-11-13,email,139.37,76,2680
2025-11-13,referral,383.19,183,11586
2025-11-13,display,462.97,155,6856
2025-11-14,paid_search,1275.06,690,20209
2025-11-14,social,868.3,276,6501
2025-11-14,email,175.71,135,8454
2025-11-14,referral,330.26,244,6802
2025-11-14,display,667.98,354,9037
2025-11-15,paid_search,1190.68,958,59382
2025-11-15,social,735.11,464,9259
2025-11-15,email,93.35,42,3947
2025-11-15,referral,178.47,63,4706
2025-11-15,display,659.05,231,4282
2025-11-16,paid_search,1446.98,1105,26951
2025-11-16,social,616.86,425,19463
2025-11-16,email,110.38,42,1472
2025-11-16,referral,146.61,95,2465
2025-11-16,display,341.06,164,3942
2025-11-17,paid_search,1135.81,358,5975
2025-11-17,social,782.7,424,10953
2025-11-17,email,170.17,62,1617
2025-11-17,referral,375.5,265,15907
2025-11-17,display,467.61,171,7878
2025-11-18,paid_search,2391.05,1019,97562
2025-11-18,social,1459.14,638,15266
2025-11-18,email,109.18,44,2052
2025-11-18,referral,212.3,162,4060
2025-11-18,display,543.25,384,7679
2025-11-19,paid_search,2027.81,684,16573
2025-11-19,social,1154.42,669,33182
2025-11-19,email,196.99,83,1549
2025-11-19,referral,339.32,169,5200
2025-11-19,display,902.69,456,16857
2025-11-20,paid_search,1480.12,733,19401
2025-11-20,social,756.65,271,5155
2025-11-20,email,116.63,49,1538
2025-11-20,referral,284.12,175,6422
2025-11-20,display,447.32,266,4880
2025-11-21,paid_search,2177.35,1401,71018
2025-11-21,social,1055.99,860,20931
2025-11-21,email,124.24,48,2704
2025-11-21,referral,320.62,218,18732
2025-11-21,display,672.57,540,42901
2025-11-22,paid_search,1184.23,407,30925
2025-11-22,social,635.39,325,8334
2025-11-22,email,116.37,81,1577
2025-11-22,referral,255.8,123,4129
2025-11-22,display,341.89,166,2798
2025-11-23,paid_search,1452.58,552,16693
2025-11-23,social,947.45,436,13262
2025-11-23,email,121.52,79,1719
2025-11-23,referral,291.37,193,3442
2025-11-23,display,331.22,152,4596
2025-11-24,paid_search,1269.94,514,12694
2025-11-24,social,1550.32,552,15667
2025-11-24,email,154.15,102,4600
2025-11-24,referral,265.3,99,4396
2025-11-24,display,836.65,398,13413
2025-11-25,paid_search,1939.72,670,11751
2025-11-25,social,1156.07,598,22525
2025-11-25,email,92.89,62,1168
2025-11-25,referral,267.09,117,5482
2025-11-25,display,643.27,243,16517
2025-11-26,paid_search,1460.97,700,17713
2025-11-26,social,1484.61,500,19892
2025-11-26,email,128.6,104,1820
2025-11-26,referral,352.86,135,5759
2025-11-26,display,785.99,301,13990
2025-11-27,paid_search,1483.17,1226,59018
2025-11-27,social,1375.76,763,15252
2025-11-27,email,128.59,52,1244
2025-11-27,referral,203.93,112,4123
2025-11-27,display,912.93,529,9621
2025-11-28,paid_search,1493.03,807,34459
2025-11-28,social,806.75,330,15719
2025-11-28,email,120.25,85,1898
2025-11-28,referral,180.59,130,4129
2025-11-28,display,572.94,289,12067
2025-11-29,paid_search,1204.88,601,11558
2025-11-29,social,826.46,595,51555
2025-11-29,email,139.52,48,863
2025-11-29,referral,181.26,63,1721
2025-11-29,display,401.22,192,3520
2025-11-30,paid_search,1304.31,594,22296
2025-11-30,social,906.91,340,7999
2025-11-30,email,151.55,91,2003
2025-11-30,referral,224.58,111,2609
2025-11-30,display,452.73,242,10291
2025-12-01,paid_search,1101.79,595,12230
2025-12-01,social,726.31,234,6160
2025-12-01,email,172.27,63,1075
2025-12-01,referral,324.01,134,4419
2025-12-01,display,431.06,351,10337
2025-12-02,paid_search,2019.28,932,18748
2025-12-02,social,1129.54,421,12149
2025-12-02,email,196.17,63,1442
2025-12-02,referral,274.47,104,1984
2025-12-02,display,584.31,265,12404
2025-12-03,paid_search,1947.56,646,13215
2025-12-03,social,1478.66,538,13211
2025-12-03,email,188.98,103,4371
2025-12-03,referral,263.66,198,7594
2025-12-03,display,742.6,358,6422
2025-12-04,paid_search,1712.02,910,24414
2025-12-04,social,743.11,284,12202
2025-12-04,email,109.35,42,1141
2025-12-04,referral,241.19,98,6581
2025-12-04,display,793.59,549,38677
2025-12-05,paid_search,1856.1,918,33698
2025-12-05,social,986.41,393,25207
2025-12-05,email,154.94,115,4462
2025-12-05,referral,286.75,129,3767
2025-12-05,display,755.72,269,7439
2025-12-06,paid_search,1665.6,522,40175
2025-12-06,social,800.3,597,11211
2025-12-06,email,74.27,24,450
2025-12-06,referral,198.51,69,1385
2025-12-06,display,480.65,164,5023
2025-12-07,paid_search,1523.24,514,12629
2025-12-07,social,1019.07,756,30746
2025-12-07,email,103.49,71,1391
2025-12-07,referral,249.23,82,1420
2025-12-07,display,675.32,319,9320
2025-12-08,paid_search,1836.42,883,44784
2025-12-08,social,866.69,703,15617
2025-12-08,email,117.45,92,2375
2025-12-08,referral,376.51,157,3713
2025-12-08,display,569.81,192,4899
2025-12-09,paid_search,1623.0,620,21514
2025-12-09,social,1103.0,773,63898
2025-12-09,email,164.48,89,1826
2025-12-09,referral,367.15,193,3467
2025-12-09,display,715.79,332,13735
2025-12-10,paid_search,1663.22,1310,87386
2025-12-10,social,828.45,292,6915
2025-12-10,email,172.54,87,2550
2025-12-10,referral,307.76,119,7225
2025-12-10,display,536.13,227,10712
2025-12-11,paid_search,2085.84,890,44430
2025-12-11,social,744.66,466,12401
2025-12-11,email,158.41,98,3171
2025-12-11,referral,394.46,254,10657
2025-12-11,display,883.32,377,14686
2025-12-12,paid_search,1232.23,796,33600
2025-12-12,social,1038.4,340,6854
2025-12-12,email,113.72,92,3638
2025-12-12,referral,371.11,183,5507
2025-12-12,display,519.75,212,4260
